"","HHID","HHSPLITID","STATEID","DISTID","PSUID","NR8","Remittance","NR13B","NR10","NR5","Age","num_non_res","marital_status","relation_to_hh","INCOME","INCOMEPC","INCREMIT","hh_size","COPC","URBAN2011","edu_level","edu_num","Gender","married","unmarried","widowed","urban","non_resident_remits","hhY_minus_Remt","log_hhY_minus_Remt","states_numeric","EAG"
"3776",130,1,"(09) Uttar Pradesh 09",5,7,"(2) another state",40000,NA,"(16) Above Bachelors","(1) Male",26,1,"(2) Unmarried","(03) Son/Daughter",523580,40275.3828125,40000,13,59540,"(0) rural 0","Above Bachelors","6",1,0,1,0,0,TRUE,483580,13.0889720403746,9,0
"3777",150,1,"(09) Uttar Pradesh 09",5,7,"(2) another state",40000,NA,"(12) High Secondary","(1) Male",21,1,"(2) Unmarried","(03) Son/Daughter",126525,18075,40000,7,13171.7138672,"(0) rural 0","Classes 11-12","3",1,0,1,0,0,TRUE,86525,11.3681886685035,9,0
"3778",70,1,"(09) Uttar Pradesh 09",5,8,"(1) same state",12000,NA,"(00) none","(1) Male",45,1,"(1) Married","(02) Wife/Husband",6860,1715,12000,4,14314,"(0) rural 0","None","0",1,1,0,0,0,TRUE,-5140,-8.54480835844921,9,0
"3779",110,2,"(09) Uttar Pradesh 09",5,8,"(2) another state",24000,NA,"(07) 7th class","(1) Male",35,1,"(1) Married","(02) Wife/Husband",46500,15500,24000,3,38244.6679688,"(0) rural 0","Classes 6-10","2",1,1,0,0,0,TRUE,22500,10.0212705881925,9,0
"3780",150,1,"(09) Uttar Pradesh 09",5,8,"(1) same state",NA,1e+05,"(12) High Secondary","(2) Female",18,2,"(2) Unmarried","(03) Son/Daughter",180930,22616.25,NA,8,18752.5,"(0) rural 0","Classes 11-12","3",0,0,1,0,0,FALSE,180930,12.1058654951131,9,0
"3781",150,1,"(09) Uttar Pradesh 09",5,8,"(1) same state",NA,1e+05,"(12) High Secondary","(2) Female",17,2,"(2) Unmarried","(03) Son/Daughter",180930,22616.25,NA,8,18752.5,"(0) rural 0","Classes 11-12","3",0,0,1,0,0,FALSE,180930,12.1058654951131,9,0
"3782",71,2,"(09) Uttar Pradesh 09",6,1,"(1) same state",30000,NA,"(12) High Secondary","(1) Male",60,1,"(1) Married","(06) Father/Mother",78400,26133.3339844,30000,3,17718.6660156,"(0) rural 0","Classes 11-12","3",1,1,0,0,0,TRUE,48400,10.7872550927047,9,0
"3783",81,1,"(09) Uttar Pradesh 09",6,1,"(2) another state",20000,NA,"(08) 8th class","(2) Female",21,1,"(2) Unmarried","(03) Son/Daughter",20000,20000,20000,1,24656,"(0) rural 0","Classes 6-10","2",0,0,1,0,0,TRUE,0,0,9,0
"3784",91,1,"(09) Uttar Pradesh 09",6,1,"(1) same state",NA,NA,"(15) Bachelors","(1) Male",30,1,"(1) Married","(06) Father/Mother",443800,88760,NA,5,45225.6015625,"(0) rural 0","Bachelors","5",1,1,0,0,0,FALSE,443800,13.0031292894806,9,0
"3785",50,1,"(09) Uttar Pradesh 09",6,2,"(1) same state",10000,NA,"(08) 8th class","(1) Male",22,1,"(2) Unmarried","(03) Son/Daughter",71360,14272,10000,5,16742.4003906,"(0) rural 0","Classes 6-10","2",1,0,1,0,0,TRUE,61360,11.0245134360411,9,0
"3786",90,1,"(09) Uttar Pradesh 09",6,2,"(1) same state",20000,NA,"(00) none","(1) Male",45,4,"(1) Married","(02) Wife/Husband",75210,25070,48000,3,24874,"(0) rural 0","None","0",1,1,0,0,0,TRUE,55210,10.9188993752781,9,0
"3787",90,1,"(09) Uttar Pradesh 09",6,2,"(1) same state",15000,NA,"(00) none","(1) Male",24,4,"(1) Married","(02) Wife/Husband",75210,25070,48000,3,24874,"(0) rural 0","None","0",1,1,0,0,0,TRUE,60210,11.0055937304585,9,0
"3788",90,1,"(09) Uttar Pradesh 09",6,2,"(1) same state",5000,NA,"(00) none","(1) Male",12,4,"(2) Unmarried","(03) Son/Daughter",75210,25070,48000,3,24874,"(0) rural 0","None","0",1,0,1,0,0,TRUE,70210,11.1592460300113,9,0
"3789",90,1,"(09) Uttar Pradesh 09",6,2,"(1) same state",8000,NA,"(00) none","(1) Male",18,4,"(2) Unmarried","(03) Son/Daughter",75210,25070,48000,3,24874,"(0) rural 0","None","0",1,0,1,0,0,TRUE,67210,11.115577324964,9,0
"3790",130,1,"(09) Uttar Pradesh 09",6,2,"(2) another state",30000,NA,"(00) none","(1) Male",16,1,"(2) Unmarried","(03) Son/Daughter",33600,33600,30000,1,36724,"(0) rural 0","None","0",1,0,1,0,0,TRUE,3600,8.1886891244442,9,0
"3791",160,1,"(09) Uttar Pradesh 09",6,2,"(1) same state",6000,NA,"(00) none","(1) Male",18,1,"(2) Unmarried","(03) Son/Daughter",189010,23626.25,6000,8,10683,"(0) rural 0","None","0",1,0,1,0,0,TRUE,183010,12.1172960751393,9,0
"3792",180,1,"(09) Uttar Pradesh 09",6,2,"(1) same state",NA,6000,"(00) none","(1) Male",15,2,"(2) Unmarried","(03) Son/Daughter",155240,31048,20000,5,36722.3984375,"(0) rural 0","None","0",1,0,1,0,0,FALSE,155240,11.9527275854828,9,0
"3793",180,1,"(09) Uttar Pradesh 09",6,2,"(2) another state",20000,NA,"(08) 8th class","(1) Male",17,2,"(2) Unmarried","(03) Son/Daughter",155240,31048,20000,5,36722.3984375,"(0) rural 0","Classes 6-10","2",1,0,1,0,0,TRUE,135240,11.8148062568218,9,0
"3794",30,1,"(09) Uttar Pradesh 09",7,1,"(2) another state",250000,NA,"(16) Above Bachelors","(1) Male",26,1,"(1) Married","(03) Son/Daughter",562190,70273.75,250000,8,65765.5,"(1) urban 1","Above Bachelors","6",1,1,0,0,1,TRUE,312190,12.651367255801,9,0
"3795",20,1,"(09) Uttar Pradesh 09",7,3,"(2) another state",40000,NA,"(12) High Secondary","(1) Male",27,1,"(2) Unmarried","(03) Son/Daughter",73600,36800,40000,2,52820,"(1) urban 1","Classes 11-12","3",1,0,1,0,1,TRUE,33600,10.4222813459513,9,0
"3796",50,9,"(09) Uttar Pradesh 09",9,1,"(1) same state",NA,9000,"(11) 11th Class","(2) Female",15,2,"(2) Unmarried","(09) Nephew/Niece",102600,11400,36000,9,24145.1113281,"(1) urban 1","Classes 11-12","3",0,0,1,0,1,FALSE,102600,11.5385932117188,9,0
"3797",50,9,"(09) Uttar Pradesh 09",9,1,"(2) another state",36000,NA,"(15) Bachelors","(1) Male",40,2,"(1) Married","(06) Father/Mother",102600,11400,36000,9,24145.1113281,"(1) urban 1","Bachelors","5",1,1,0,0,1,TRUE,66600,11.1064598565285,9,0
"3798",60,9,"(09) Uttar Pradesh 09",9,1,"(2) another state",12000,NA,"(12) High Secondary","(1) Male",26,2,"(2) Unmarried","(05) Grandchild",312600,52100,27000,6,46492,"(1) urban 1","Classes 11-12","3",1,0,1,0,1,TRUE,300600,12.613535756301,9,0
"3799",60,9,"(09) Uttar Pradesh 09",9,1,"(2) another state",15000,NA,"(12) High Secondary","(1) Male",24,2,"(2) Unmarried","(05) Grandchild",312600,52100,27000,6,46492,"(1) urban 1","Classes 11-12","3",1,0,1,0,1,TRUE,297600,12.6035055819411,9,0
"3800",120,1,"(09) Uttar Pradesh 09",9,1,"(1) same state",125000,NA,"(15) Bachelors","(1) Male",22,1,"(2) Unmarried","(03) Son/Daughter",305000,76250,125000,4,27835,"(1) urban 1","Bachelors","5",1,0,1,0,1,TRUE,180000,12.1007121298723,9,0
"3801",50,9,"(09) Uttar Pradesh 09",9,2,"(1) same state",NA,NA,"(07) 7th class","(1) Male",14,1,"(2) Unmarried","(03) Son/Daughter",118750,29687.5,NA,4,21392.5,"(1) urban 1","Classes 6-10","2",1,0,1,0,1,FALSE,118750,11.6847757218969,9,0
"3802",90,1,"(09) Uttar Pradesh 09",9,2,"(2) another state",NA,1000,"(00) none","(2) Female",65,1,"(3) Widowed","(06) Father/Mother",74000,12333.3330078,NA,6,8980,"(1) urban 1","None","0",0,0,0,1,1,FALSE,74000,11.2118203721863,9,0
"3803",60,1,"(09) Uttar Pradesh 09",9,3,"(1) same state",50000,NA,"(05) 5th class","(1) Male",65,1,"(1) Married","(06) Father/Mother",418000,69666.6640625,50000,6,42774,"(1) urban 1","Classes 1-5","1",1,1,0,0,1,TRUE,368000,12.8158382171511,9,0
"3804",130,1,"(09) Uttar Pradesh 09",9,4,"(2) another state",NA,NA,"(12) High Secondary","(2) Female",22,1,"(1) Married","(06) Father/Mother",154805,22115,NA,7,66007.140625,"(1) urban 1","Classes 11-12","3",0,1,0,0,1,FALSE,154805,11.9499215393577,9,0
"3805",80,1,"(09) Uttar Pradesh 09",9,5,"(1) same state",NA,NA,"(12) High Secondary","(1) Male",65,1,"(1) Married","(06) Father/Mother",168000,42000,NA,4,38122,"(1) urban 1","Classes 11-12","3",1,1,0,0,1,FALSE,168000,12.0317192583854,9,0
"3806",30,1,"(09) Uttar Pradesh 09",10,1,"(1) same state",NA,45000,"(16) Above Bachelors","(1) Male",24,1,"(2) Unmarried","(03) Son/Daughter",85950,21487.5,NA,4,21827.5,"(1) urban 1","Above Bachelors","6",1,0,1,0,1,FALSE,85950,11.361521010811,9,0
"3807",60,1,"(09) Uttar Pradesh 09",10,1,"(2) another state",10000,NA,"(10) Secondary","(1) Male",20,1,"(2) Unmarried","(03) Son/Daughter",47300,15766.6669922,10000,3,33926.6679688,"(1) urban 1","Classes 6-10","2",1,0,1,0,1,TRUE,37300,10.5267486056319,9,0
"3808",100,1,"(09) Uttar Pradesh 09",10,1,"(1) same state",NA,15000,"(09) 9th class","(2) Female",70,1,"(3) Widowed","(06) Father/Mother",351200,70240,NA,5,44491.3984375,"(1) urban 1","Classes 6-10","2",0,0,0,1,1,FALSE,351200,12.7691111407431,9,0
"3809",10,1,"(09) Uttar Pradesh 09",10,2,"(1) same state",NA,NA,"(16) Above Bachelors","(1) Male",25,1,"(2) Unmarried","(03) Son/Daughter",80000,16000,NA,5,29736,"(1) urban 1","Above Bachelors","6",1,0,1,0,1,FALSE,80000,11.289781913656,9,0
"3810",140,1,"(09) Uttar Pradesh 09",10,2,"(1) same state",NA,NA,"(16) Above Bachelors","(1) Male",22,1,"(1) Married","(02) Wife/Husband",57950,5795,NA,10,19628.4003906,"(1) urban 1","Above Bachelors","6",1,1,0,0,1,FALSE,57950,10.9673358487679,9,0
"3811",140,9,"(09) Uttar Pradesh 09",10,4,"(1) same state",6000,NA,"(10) Secondary","(2) Female",25,1,"(1) Married","(02) Wife/Husband",128400,21400,6000,6,30713.3339844,"(1) urban 1","Classes 6-10","2",0,1,0,0,1,TRUE,122400,11.7150496490604,9,0
"3812",140,1,"(09) Uttar Pradesh 09",10,5,"(2) another state",NA,7000,"(02) 2nd class","(1) Male",65,1,"(1) Married","(06) Father/Mother",50000,12500,NA,4,22740,"(1) urban 1","Classes 1-5","1",1,1,0,0,1,FALSE,50000,10.8197782844103,9,0
"3813",10,1,"(09) Uttar Pradesh 09",10,6,"(2) another state",20000,NA,"(16) Above Bachelors","(1) Male",40,1,"(1) Married","(03) Son/Daughter",140000,70000,20000,2,77510,"(1) urban 1","Above Bachelors","6",1,1,0,0,1,TRUE,120000,11.6952470217642,9,0
"3814",30,9,"(09) Uttar Pradesh 09",10,6,"(2) another state",NA,NA,"(15) Bachelors","(1) Male",25,1,"(2) Unmarried","(05) Grandchild",180000,45000,NA,4,34425,"(1) urban 1","Bachelors","5",1,0,1,0,1,FALSE,180000,12.1007121298723,9,0
"3815",50,1,"(09) Uttar Pradesh 09",10,6,"(2) another state",10000,NA,"(15) Bachelors","(1) Male",35,1,"(1) Married","(03) Son/Daughter",850000,425000,10000,2,215658,"(1) urban 1","Bachelors","5",1,1,0,0,1,TRUE,840000,13.6411571708195,9,0
"3816",70,9,"(09) Uttar Pradesh 09",10,6,"(1) same state",NA,9000,"(06) 6th class","(1) Male",10,1,"(2) Unmarried","(03) Son/Daughter",204000,68000,NA,3,55733.3320313,"(1) urban 1","Classes 6-10","2",1,0,1,0,1,FALSE,204000,12.2258752728264,9,0
"3817",90,9,"(09) Uttar Pradesh 09",10,6,"(2) another state",NA,20000,"(12) High Secondary","(2) Female",45,1,"(1) Married","(02) Wife/Husband",120000,24000,NA,5,28550,"(1) urban 1","Classes 11-12","3",0,1,0,0,1,FALSE,120000,11.6952470217642,9,0
"3818",110,1,"(09) Uttar Pradesh 09",10,6,"(3) abroad",2e+05,NA,"(16) Above Bachelors","(1) Male",36,1,"(1) Married","(03) Son/Daughter",2e+05,1e+05,2e+05,2,128835,"(1) urban 1","Above Bachelors","6",1,1,0,0,1,TRUE,0,0,9,0
"3819",11,1,"(09) Uttar Pradesh 09",13,1,"(2) another state",3000,NA,"(09) 9th class","(1) Male",30,4,"(1) Married","(03) Son/Daughter",113700,28425,9400,4,68104.5,"(0) rural 0","Classes 6-10","2",1,1,0,0,0,TRUE,110700,11.6145791186967,9,0
"3820",11,1,"(09) Uttar Pradesh 09",13,1,"(2) another state",6400,NA,"(08) 8th class","(2) Female",26,4,"(1) Married","(04) Daughter-/Son-inlaw",113700,28425,9400,4,68104.5,"(0) rural 0","Classes 6-10","2",0,1,0,0,0,TRUE,107300,11.5833839286188,9,0
"3821",11,1,"(09) Uttar Pradesh 09",13,1,"(2) another state",NA,NA,"(00) none","(1) Male",4,4,"(2) Unmarried","(05) Grandchild",113700,28425,9400,4,68104.5,"(0) rural 0","None","0",1,0,1,0,0,FALSE,113700,11.6413186797386,9,0
"3822",11,1,"(09) Uttar Pradesh 09",13,1,"(2) another state",NA,NA,"(00) none","(1) Male",2,4,"(2) Unmarried","(05) Grandchild",113700,28425,9400,4,68104.5,"(0) rural 0","None","0",1,0,1,0,0,FALSE,113700,11.6413186797386,9,0
"3823",11,1,"(09) Uttar Pradesh 09",14,1,"(2) another state",5000,NA,"(12) High Secondary","(1) Male",22,3,"(2) Unmarried","(03) Son/Daughter",59750,29875,7400,2,98297,"(0) rural 0","Classes 11-12","3",1,0,1,0,0,TRUE,54750,10.9105326476787,9,0
"3824",11,1,"(09) Uttar Pradesh 09",14,1,"(2) another state",2400,NA,"(12) High Secondary","(1) Male",20,3,"(2) Unmarried","(03) Son/Daughter",59750,29875,7400,2,98297,"(0) rural 0","Classes 11-12","3",1,0,1,0,0,TRUE,57350,10.9569281225575,9,0
"3825",11,1,"(09) Uttar Pradesh 09",14,1,"(2) another state",NA,NA,"(10) Secondary","(1) Male",18,3,"(2) Unmarried","(03) Son/Daughter",59750,29875,7400,2,98297,"(0) rural 0","Classes 6-10","2",1,0,1,0,0,FALSE,59750,10.9979244697938,9,0
"3826",12,1,"(09) Uttar Pradesh 09",14,3,"(1) same state",15000,NA,"(00) none","(1) Male",38,2,"(1) Married","(02) Wife/Husband",25100,6275,18000,4,14699,"(0) rural 0","None","0",1,1,0,0,0,TRUE,10100,9.22029070282935,9,0
"3827",12,1,"(09) Uttar Pradesh 09",14,3,"(1) same state",3000,NA,"(05) 5th class","(1) Male",15,2,"(2) Unmarried","(03) Son/Daughter",25100,6275,18000,4,14699,"(0) rural 0","Classes 1-5","1",1,0,1,0,0,TRUE,22100,10.0033328875058,9,0
"3828",31,1,"(09) Uttar Pradesh 09",14,3,"(1) same state",NA,NA,"(00) none","(2) Female",4,2,"(2) Unmarried","(03) Son/Daughter",90065,12866.4287109,NA,7,27250.2851563,"(0) rural 0","None","0",0,0,1,0,0,FALSE,90065,11.4082869108577,9,0
"3829",31,1,"(09) Uttar Pradesh 09",14,3,"(1) same state",NA,NA,"(00) none","(2) Female",59,2,"(1) Married","(02) Wife/Husband",90065,12866.4287109,NA,7,27250.2851563,"(0) rural 0","None","0",0,1,0,0,0,FALSE,90065,11.4082869108577,9,0
"3830",31,2,"(09) Uttar Pradesh 09",14,3,"(2) another state",NA,NA,"(12) High Secondary","(1) Male",25,2,"(1) Married","(03) Son/Daughter",60400,30200,NA,2,21300,"(0) rural 0","Classes 11-12","3",1,1,0,0,0,FALSE,60400,11.0087443839229,9,0
"3831",31,2,"(09) Uttar Pradesh 09",14,3,"(1) same state",NA,NA,"(12) High Secondary","(1) Male",62,2,"(1) Married","(02) Wife/Husband",60400,30200,NA,2,21300,"(0) rural 0","Classes 11-12","3",1,1,0,0,0,FALSE,60400,11.0087443839229,9,0
"3832",41,1,"(09) Uttar Pradesh 09",14,3,"(1) same state",NA,NA,"(12) High Secondary","(1) Male",35,1,"(1) Married","(06) Father/Mother",149400,49800,NA,3,30272.6660157,"(0) rural 0","Classes 11-12","3",1,1,0,0,0,FALSE,149400,11.9143825516809,9,0
"3833",11,1,"(09) Uttar Pradesh 09",14,4,"(2) another state",NA,500,"(02) 2nd class","(2) Female",7,1,"(2) Unmarried","(05) Grandchild",118000,23600,NA,5,14084,"(0) rural 0","Classes 1-5","1",0,0,1,0,0,FALSE,118000,11.6784399034478,9,0
"3834",10,1,"(09) Uttar Pradesh 09",14,5,"(2) another state",50000,NA,"(16) Above Bachelors","(1) Male",35,1,"(1) Married","(02) Wife/Husband",120580,13397.7773438,50000,9,18417.7773438,"(0) rural 0","Above Bachelors","6",1,1,0,0,0,TRUE,70580,11.1645020972293,9,0
"3835",30,1,"(09) Uttar Pradesh 09",14,5,"(2) another state",NA,NA,"(05) 5th class","(1) Male",10,1,"(2) Unmarried","(05) Grandchild",45890,11472.5,NA,4,20229,"(0) rural 0","Classes 1-5","1",1,0,1,0,0,FALSE,45890,10.7340025073889,9,0
"3836",50,1,"(09) Uttar Pradesh 09",14,5,"(1) same state",NA,NA,"(00) none","(2) Female",80,1,"(1) Married","(02) Wife/Husband",95800,9580,NA,10,13946,"(0) rural 0","None","0",0,1,0,0,0,FALSE,95800,11.470017963959,9,0
"3837",50,2,"(09) Uttar Pradesh 09",14,5,"(1) same state",NA,NA,"(00) none","(1) Male",80,1,"(1) Married","(02) Wife/Husband",30950,4421.4287109,NA,7,28158.5722657,"(0) rural 0","None","0",1,1,0,0,0,FALSE,30950,10.3401282781127,9,0
"3838",110,1,"(09) Uttar Pradesh 09",14,5,"(1) same state",25000,NA,"(10) Secondary","(1) Male",48,2,"(1) Married","(02) Wife/Husband",33000,8250,35000,4,38131,"(0) rural 0","Classes 6-10","2",1,1,0,0,0,TRUE,8000,8.98719682066197,9,0
"3839",110,1,"(09) Uttar Pradesh 09",14,5,"(1) same state",10000,NA,"(10) Secondary","(1) Male",23,2,"(2) Unmarried","(03) Son/Daughter",33000,8250,35000,4,38131,"(0) rural 0","Classes 6-10","2",1,0,1,0,0,TRUE,23000,10.0432494949113,9,0
"3840",120,1,"(09) Uttar Pradesh 09",14,5,"(2) another state",45000,NA,"(12) High Secondary","(1) Male",30,1,"(1) Married","(02) Wife/Husband",45380,11345,45000,4,47127,"(0) rural 0","Classes 11-12","3",1,1,0,0,0,TRUE,380,5.94017125272043,9,0
"3841",120,2,"(09) Uttar Pradesh 09",14,5,"(1) same state",450000,NA,"(15) Bachelors","(1) Male",45,3,"(1) Married","(02) Wife/Husband",530000,265000,530000,2,145440,"(0) rural 0","Bachelors","5",1,1,0,0,0,TRUE,80000,11.289781913656,9,0
"3842",120,2,"(09) Uttar Pradesh 09",14,5,"(2) another state",NA,250000,"(14) 2 years post-secondary","(1) Male",20,3,"(2) Unmarried","(06) Father/Mother",530000,265000,530000,2,145440,"(0) rural 0","1-2 years post-secondary","4",1,0,1,0,0,FALSE,530000,13.1806322855283,9,0
"3843",120,2,"(09) Uttar Pradesh 09",14,5,"(1) same state",80000,NA,"(15) Bachelors","(1) Male",23,3,"(2) Unmarried","(06) Father/Mother",530000,265000,530000,2,145440,"(0) rural 0","Bachelors","5",1,0,1,0,0,TRUE,450000,13.0170028617465,9,0
"3844",140,1,"(09) Uttar Pradesh 09",14,5,"(2) another state",13000,NA,"(09) 9th class","(1) Male",19,1,"(2) Unmarried","(03) Son/Daughter",43600,8720,13000,5,22300,"(0) rural 0","Classes 6-10","2",1,0,1,0,0,TRUE,30600,10.3287552879405,9,0
"3845",150,1,"(09) Uttar Pradesh 09",14,5,"(1) same state",NA,NA,"(06) 6th class","(1) Male",40,1,NA,"(06) Father/Mother",1046270,52313.5,NA,20,22064.5,"(0) rural 0","Classes 6-10","2",1,NA,NA,NA,0,FALSE,1046270,13.8607420164932,9,0
"3846",170,1,"(09) Uttar Pradesh 09",14,5,"(2) another state",80000,NA,"(10) Secondary","(1) Male",45,1,"(1) Married","(02) Wife/Husband",211250,30178.5722657,80000,7,41877.1445313,"(0) rural 0","Classes 6-10","2",1,1,0,0,0,TRUE,131250,11.7848591804539,9,0
"3847",180,1,"(09) Uttar Pradesh 09",14,5,"(2) another state",20000,NA,"(15) Bachelors","(1) Male",23,2,"(1) Married","(03) Son/Daughter",98550,12318.75,20000,8,23659.25,"(0) rural 0","Bachelors","5",1,1,0,0,0,TRUE,78550,11.2714906436838,9,0
"3848",180,1,"(09) Uttar Pradesh 09",14,5,"(2) another state",NA,NA,"(15) Bachelors","(2) Female",20,2,"(1) Married","(05) Grandchild",98550,12318.75,20000,8,23659.25,"(0) rural 0","Bachelors","5",0,1,0,0,0,FALSE,98550,11.4983193125809,9,0
"3849",100,1,"(09) Uttar Pradesh 09",14,6,"(1) same state",NA,80000,"(16) Above Bachelors","(1) Male",25,1,"(2) Unmarried","(03) Son/Daughter",72300,36150,NA,2,108772,"(0) rural 0","Above Bachelors","6",1,0,1,0,0,FALSE,72300,11.1885794081469,9,0
"3850",170,2,"(09) Uttar Pradesh 09",14,6,"(1) same state",NA,15000,"(12) High Secondary","(1) Male",18,1,"(2) Unmarried","(03) Son/Daughter",40910,10227.5,NA,4,41435,"(0) rural 0","Classes 11-12","3",1,0,1,0,0,FALSE,40910,10.6191298109234,9,0
"3851",40,1,"(09) Uttar Pradesh 09",14,7,"(1) same state",NA,NA,"(00) none","(2) Female",75,1,"(1) Married","(02) Wife/Husband",40000,10000,NA,4,19842.5,"(1) urban 1","None","0",0,1,0,0,1,FALSE,40000,10.5966347330961,9,0
"3852",40,2,"(09) Uttar Pradesh 09",14,7,"(1) same state",NA,NA,"(00) none","(1) Male",45,2,"(1) Married","(02) Wife/Husband",60000,12000,NA,5,11260,"(1) urban 1","None","0",1,1,0,0,1,FALSE,60000,11.0020998412042,9,0
"3853",40,2,"(09) Uttar Pradesh 09",14,7,"(1) same state",NA,NA,"(00) none","(1) Male",68,2,"(1) Married","(02) Wife/Husband",60000,12000,NA,5,11260,"(1) urban 1","None","0",1,1,0,0,1,FALSE,60000,11.0020998412042,9,0
"3854",50,1,"(09) Uttar Pradesh 09",14,7,"(1) same state",NA,NA,"(04) 4th class","(1) Male",14,1,"(2) Unmarried","(03) Son/Daughter",52000,6500,NA,8,11035.5,"(1) urban 1","Classes 1-5","1",1,0,1,0,1,FALSE,52000,10.8589989975636,9,0
"3855",70,2,"(09) Uttar Pradesh 09",14,7,"(2) another state",50000,NA,"(00) none","(1) Male",35,1,"(1) Married","(02) Wife/Husband",50000,8333.3330078,50000,6,11346.6669922,"(1) urban 1","None","0",1,1,0,0,1,TRUE,0,0,9,0
"3856",80,1,"(09) Uttar Pradesh 09",14,7,"(2) another state",NA,NA,"(00) none","(2) Female",6,1,"(2) Unmarried","(03) Son/Daughter",112000,22400,NA,5,37384,"(1) urban 1","None","0",0,0,1,0,1,FALSE,112000,11.6262541502772,9,0
"3857",120,1,"(09) Uttar Pradesh 09",14,7,"(2) another state",21000,NA,"(10) Secondary","(1) Male",26,1,"(2) Unmarried","(03) Son/Daughter",52000,7428.5712891,21000,7,25940.5722656,"(1) urban 1","Classes 6-10","2",1,0,1,0,1,TRUE,31000,10.3417424834673,9,0
"3858",130,1,"(09) Uttar Pradesh 09",14,7,"(2) another state",40000,NA,"(05) 5th class","(1) Male",60,1,"(1) Married","(02) Wife/Husband",190500,21166.6660156,40000,9,12221.7773438,"(1) urban 1","Classes 1-5","1",1,1,0,0,1,TRUE,150500,11.9217183631711,9,0
"3859",60,1,"(09) Uttar Pradesh 09",14,8,"(2) another state",5000,NA,"(16) Above Bachelors","(1) Male",31,1,"(1) Married","(03) Son/Daughter",282500,94166.6640625,5000,3,152533.328125,"(1) urban 1","Above Bachelors","6",1,1,0,0,1,TRUE,277500,12.5335762121686,9,0
"3860",90,1,"(09) Uttar Pradesh 09",14,8,"(2) another state",NA,105000,"(16) Above Bachelors","(1) Male",23,5,"(2) Unmarried","(03) Son/Daughter",1e+06,5e+05,160000,2,363850,"(1) urban 1","Above Bachelors","6",1,0,1,0,1,FALSE,1e+06,13.8155105579643,9,0
"3861",90,1,"(09) Uttar Pradesh 09",14,8,"(2) another state",50000,NA,"(15) Bachelors","(1) Male",26,5,"(2) Unmarried","(03) Son/Daughter",1e+06,5e+05,160000,2,363850,"(1) urban 1","Bachelors","5",1,0,1,0,1,TRUE,950000,13.7642172635767,9,0
"3862",90,1,"(09) Uttar Pradesh 09",14,8,"(2) another state",NA,NA,"(15) Bachelors","(2) Female",23,5,"(1) Married","(04) Daughter-/Son-inlaw",1e+06,5e+05,160000,2,363850,"(1) urban 1","Bachelors","5",0,1,0,0,1,FALSE,1e+06,13.8155105579643,9,0
"3863",90,1,"(09) Uttar Pradesh 09",14,8,"(2) another state",110000,NA,"(16) Above Bachelors","(1) Male",29,5,"(1) Married","(03) Son/Daughter",1e+06,5e+05,160000,2,363850,"(1) urban 1","Above Bachelors","6",1,1,0,0,1,TRUE,890000,13.6989767417083,9,0
"3864",90,1,"(09) Uttar Pradesh 09",14,8,"(2) another state",NA,NA,"(16) Above Bachelors","(2) Female",27,5,"(1) Married","(04) Daughter-/Son-inlaw",1e+06,5e+05,160000,2,363850,"(1) urban 1","Above Bachelors","6",0,1,0,0,1,FALSE,1e+06,13.8155105579643,9,0
"3865",130,1,"(09) Uttar Pradesh 09",14,8,"(2) another state",20000,NA,"(12) High Secondary","(1) Male",26,2,"(1) Married","(03) Son/Daughter",141600,23600,20000,6,28566.6660157,"(1) urban 1","Classes 11-12","3",1,1,0,0,1,TRUE,121600,11.7084922485142,9,0
"3866",130,1,"(09) Uttar Pradesh 09",14,8,"(2) another state",NA,NA,"(12) High Secondary","(2) Female",24,2,"(1) Married","(04) Daughter-/Son-inlaw",141600,23600,20000,6,28566.6660157,"(1) urban 1","Classes 11-12","3",0,1,0,0,1,FALSE,141600,11.8607614602418,9,0
"3867",140,2,"(09) Uttar Pradesh 09",14,8,"(2) another state",NA,50000,"(06) 6th class","(1) Male",17,1,"(2) Unmarried","(03) Son/Daughter",96000,32000,NA,3,44256.6679688,"(1) urban 1","Classes 6-10","2",1,0,1,0,1,FALSE,96000,11.47210347045,9,0
